ID1,ID,Province,DISTRICT,LONGITUDE,LATITUDE,ELEVATION,UPDATED,NAMEOFFACI,OWNERSHIP,YEARBUILT,TYPEOFFACI
43,1340,Masvingo,Bikita,31.72709,-20.12917,0,2007,Negovano,6,2004,Rural Health Centre
44,1341,Masvingo,Bikita,31.80962,-20.53792,0,2007,Gava,6,1999,Rural Health Centre
45,41,Mashonaland Central,Bindura,31.32876968,-17.29005,0,1998,Bindura,1,0,Provincial Hospital
46,42,Mashonaland Central,Bindura,31.33197975,-17.30967,0,1998,Bindura Polyclinic,5,0,Clinic
47,171,Mashonaland Central,Bindura,31.35515022,-17.31758,0,1998,Chipadze,5,0,Clinic
48,188,Mashonaland Central,Bindura,31.16135025,-17.45422,0,1998,Chiriseri,5,0,Clinic
49,223,Mashonaland Central,Bindura,31.34956932,-17.46283,0,1998,Chiveso,5,0,Clinic
50,230,Mashonaland Central,Bindura,31.3592205,-17.32222,0,1998,Chiwaridzo,5,0,Clinic
51,318,Mashonaland Central,Bindura,31.35577965,-17.31998,0,1998,Farm H.Centre,5,0,Clinic
52,326,Mashonaland Central,Bindura,31.27804947,-17.2132,0,1998,Foothills,5,0,Clinic
53,328,Mashonaland Central,Bindura,31.33197975,-17.30967,0,1998,Freda Rebecca,7,0,Mine Clinic
54,591,Mashonaland Central,Bindura,31.31217003,-17.39605,0,1998,Manhenga,5,0,Clinic
55,1204,Mashonaland Central,Bindura,31.3288002,-17.29583,0,1998,ZRP Bindura,5,0,Clinic
56,751,Mashonaland Central,Bindura,31.25351906,-17.52205,0,1998,Muonwe,5,0,Clinic
57,927,Mashonaland Central,Bindura,31.36051941,-17.56392,0,1998,Nyava,5,0,Clinic
58,996,Mashonaland Central,Bindura,31.28075027,-17.06137,0,1998,Rusununguko,5,0,Clinic
59,1002,Mashonaland Central,Bindura,31.56554985,-17.55588,0,1998,Rutope,5,0,Clinic
60,1136,Mashonaland Central,Bindura,31.28507996,-17.33128,0,1998,Trojan,7,0,Mine Clinic
61,1399,Mashonaland Central,Bindura,31.32885,-17.29495,0,2007,ZRP,5,1992,Clinic Private Clinic
62,1405,Mashonaland Central,Bindura,31.30719,-17.459816,0,2007,Mupandira,6,2006,Rural Health Centre
63,1406,Mashonaland Central,Bindura,31.33509,-17.30905,0,2007,Ponai Medical Centre,7,1998,Private Hospital
64,1407,Mashonaland Central,Bindura,31.32199,-17.30241,0,2007,PSMI Shashi,7,2004,Private Hospital
65,1408,Mashonaland Central,Bindura,31.3334,-17.30767,0,2007,Premier Medical Centre,7,2004,Clinic
66,1409,Mashonaland Central,Bindura,31.33429,-17.31039,0,2007,ZNFPC,7,1992,Family Planning
67,1410,Mashonaland Central,Bindura,31.33306,-17.32484,0,2007,Bindura University,7,0,Clinic
68,1411,Mashonaland Central,Bindura,31.3264,-17.29262,0,2007,Zimbabwe Prison Services,5,1995,Clinic
69,1412,Mashonaland Central,Bindura,31.25575,-16.889,0,2007,Manga,5,2004,
70,1413,Mashonaland Central,Bindura,31.38008,-16.8692,0,2007,Katanya,6,0,Rural Health Centre
71,0,Mashonaland Central,Bindura,31.1522,-17.2316,0,2013,Takunda ,,0,Rural Health Centre
72,0,Mashonaland Central,Bindura,31.333,-17.3249,0,2013,Busce ,7,1996,Clinic
73,0,Mashonaland Central,Bindura,31.4236,-17.4394,0,2013,Glamorgan,,0,Clinic
74,43,Matebeleland North,Binga,27.32666969,-17.63944,0,1998,Binga,2,0,District Hospital
75,153,Matebeleland North,Binga,28.07500076,-17.19472,0,1998,Chinego,5,0,Clinic
76,154,Matebeleland North,Binga,28.07500076,-17.19472,0,1998,Chinego,5,0,Clinic
77,486,Matebeleland North,Binga,27.53499985,-17.96972,0,1998,Kariangwe,5,0,Clinic
78,524,Matebeleland North,Binga,27.19194031,-17.94944,0,1998,Lubimbi,5,0,Clinic
79,534,Matebeleland North,Binga,27.86222076,-18.06833,0,1998,Lusulu,6,0,Rural Health centre
80,723,Matebeleland North,Binga,27.68917084,-17.94778,0,1998,Muchesu,5,0,Clinic
81,950,Matebeleland North,Binga,27.40056038,-18.20806,0,1998,Pashu,6,0,Rural Health centre
82,1058,Matebeleland North,Binga,28.04389,-17.47472,0,1998,Siabuwa,5,0,Clinic
83,1060,Matebeleland North,Binga,27.21916962,-17.98333,0,1998,Siansundu,6,0,Rural Health centre
84,1273,Matebeleland North,Binga,27.65647,-18.18549,975,2007,Sikomena,8,2006,Council Clinic(Construction)
85,1274,Matebeleland North,Binga,27.18206,-18.26125,908,2007,Tinde,3,1999,Rural Health Centre
86,1285,Matebeleland North,Binga,27.60401,-17.69109,616,2007,Sinakoma,5,2005,Council Clinic
87,1286,Matebeleland North,Binga,27.4338,-17.69461,614,2007,Siabuwa Turn,5,2006,Council Clinic
88,1287,Matebeleland North,Binga,27.25738,-17.78883,499,2007,Simatelele,5,2006,Clinic
89,1288,Matebeleland North,Binga,27.71811,-18.17046,1022,2007,Chibila,8,2002,Council (Construction)
90,0,Matebeleland North,Binga,27.4339,-17.6948,0,2013,Siabuzuba,0,200,clinic
91,0,Matebeleland North,Binga,27.8232,-17.5689,0,2013,Sinasengwe,0,2002,Rural Health Centre
92,436,Matebeleland North,Bubi,28.85610962,-19.685,0,1998,Inyathi,2,0,District Hospital
93,440,Matebeleland North,Bubi,28.54944038,-19.46111,0,1998,Isabella Mine,7,0,Mine Clinic
94,526,Matebeleland North,Bubi,28.41222,-19.26389,0,1998,Lukala,6,0,Rural Health Centre
95,671,Matebeleland North,Bubi,28.40193939,-19.33056,0,1998,Mbembeswana,6,0,Rural Health Centre
96,952,Matebeleland North,Bubi,28.75250053,-19.80333,0,1998,PEHO,,0,
97,1061,Matebeleland North,Bubi,28.47528076,-19.33583,0,1998,Sicanda,6,0,Rural Health Centre
98,1147,Matebeleland North,Bubi,28.79389,-19.71306,0,1998,Turk Mine,7,0,Mine Clinic
99,1289,Matebeleland North,Bubi,28.63129,-19.47221,1208,2007,Mdutshane,5,2004,Clinic
100,0,Matebeleland North,Bubi,28.5154,-19.4522,0,2013,Balanda,0,0,Rural Health Centre
101,0,Matebeleland North,Bubi,28.3468,-19.3774,0,2013,Majiji,0,0,Clinic
102,0,Matebeleland North,Bubi,28.6463,-19.8848,0,2013,Raafs,0,0,Rural Health Centre
103,22,Manicaland,Buhera,31.77325058,-19.53564,0,1998,Bangure,5,0,Clinic
104,35,Manicaland,Buhera,32.0012207,-19.37372,0,1998,Betera,6,0,Rural Health Centre
105,45,Manicaland,Buhera,32.33853149,-19.97181,0,1998,Birchenough,4,0,Rural Hospital
106,57,Manicaland,Buhera,31.43592072,-19.33897,0,1998,Buhera,4,0,Rural Hospital
107,72,Manicaland,Buhera,32.15781021,-19.78603,0,1998,Chabata,5,0,Clinic
108,85,Manicaland,Buhera,32.1689415,-19.68356,0,1998,Chapanduka,5,0,Clinic
109,87,Manicaland,Buhera,31.35243988,-19.17197,0,1998,Chapwanya,5,0,Clinic
110,143,Manicaland,Buhera,31.8042202,-19.47289,0,1998,Chimbudzi,5,0,Clinic
111,191,Manicaland,Buhera,32.00093842,-19.45672,0,1998,Chirozva,5,0,Clinic
112,232,Manicaland,Buhera,31.98941994,-19.23839,0,1998,Chiwenga,5,0,Clinic
113,234,Manicaland,Buhera,31.88455963,-19.22269,0,1998,Chiweshe,5,0,Clinic
114,295,Manicaland,Buhera,31.7682209,-19.05431,0,1998,Dorowa,5,0,Clinic
115,334,Manicaland,Buhera,31.40218925,-19.20661,0,1998,Garamwera,5,0,Clinic
116,348,Manicaland,Buhera,31.53335953,-19.23786,0,1998,Gombe,5,0,Clinic
117,373,Manicaland,Buhera,32.30699921,-19.87439,0,1998,Gunura,5,0,Clinic
118,551,Manicaland,Buhera,31.65630913,-19.43503,0,1998,Madzimbashuro,6,0,Rural Health Centre
119,1160,Manicaland,Buhera,31.7562809,-19.40594,0,1998,Viriri,5,0,Clinic
120,1180,Manicaland,Buhera,32.11957932,-19.56878,0,1998,Zangama,6,0,Rural Health Centre
121,696,Manicaland,Buhera,31.60378075,-19.20428,0,1998,Mombeyarara,6,0,Rural Health Centre
122,725,Manicaland,Buhera,31.71755981,-19.39111,0,1998,Mudanda,5,0,Clinic
123,747,Manicaland,Buhera,31.7346096,-19.15669,0,1998,Munyanyi,5,0,Clinic
124,756,Manicaland,Buhera,31.65555954,-19.26678,0,1998,Murambinda,2,0,District Hospital
125,768,Manicaland,Buhera,31.83353043,-19.53361,0,1998,Murwira,6,0,Rural Health Centre
126,794,Manicaland,Buhera,31.96869087,-19.76764,0,1998,Mutepfe,5,0,Clinic
127,797,Manicaland,Buhera,32.06731033,-19.72489,0,1998,Mutiusinazita,5,0,Clinic
128,806,Manicaland,Buhera,31.97167015,-19.58381,0,1998,Muzokomba,5,0,Clinic
129,834,Manicaland,Buhera,31.35038948,-19.28703,0,1998,Nerutanga,5,0,Clinic
130,922,Manicaland,Buhera,31.53828049,-19.28339,0,1998,Nyashanu,5,0,Clinic
131,966,Manicaland,Buhera,31.65449905,-19.13994,0,1998,Rambanapasi,5,0,Clinic
132,1427,Manicaland,Buhera,32.09959,-19.47415,0,2007,Mudawose,5,2002,Clinic
133,1429,Manicaland,Buhera,31.7377,-19.05373,0,2007,Berenyazvidzi,5,2006,Clinic
134,1430,Manicaland,Buhera,31.5992,-19.13214,0,2007,Chawatama,6,2006,Rural Health Centre
135,1431,Manicaland,Buhera,31.87122,-19.28324,0,2007,Nyashanu,3,1934,Rural Hosp
136,1437,Manicaland,Buhera,31.70484,-19.49465,0,2007,Ndyarima,5,2006,Clinic
137,1438,Manicaland,Buhera,31.2485,-19.24951,0,2007,Maburutse,5,2006,Clinic
138,0,Manicaland,Bulilima,27.5874,-20,0,2013,Lady Stanley,0,0,Mission Hospital
139,0,Manicaland,Bulilima,27.3283,-19.94806,0,2013,Lady Barring,0,0,Mission Hospital
140,56,Matebeleland South,Bulilimamangwe,28.03306007,-21.16944,0,1998,Brunapeg,3,0,Mission Hospital
141,281,Matebeleland South,Bulilimamangwe,27.80888939,-20.5025,0,1998,Dingumuzi,5,0,Clinic
142,285,Matebeleland South,Bulilimamangwe,27.62221909,-20.40417,0,1998,Dombodema,5,0,Clinic
143,308,Matebeleland South,Bulilimamangwe,27.82110977,-20.77917,0,1998,Embakwe,3,0,Mission Hospital
144,310,Matebeleland South,Bulilimamangwe,27.90278053,-20.70778,0,1998,Empandeni,5,0,Clinic
145,408,Matebeleland South,Bulilimamangwe,27.30167007,-20.145,0,1998,Hingwe,5,0,Clinic
146,425,Matebeleland South,Bulilimamangwe,27.46556091,-19.89528,0,1998,Huwana,5,0,Clinic
147,433,Matebeleland South,Bulilimamangwe,27.87083054,-21.11917,0,1998,Ingwizi,5,0,Clinic
148,543,Matebeleland South,Bulilimamangwe,27.75333023,-20.81444,0,1998,Madabe,5,0,Clinic
149,549,Matebeleland South,Bulilimamangwe,27.44333076,-20.15111,0,1998,Madlambuzi,5,0,Clinic
150,575,Matebeleland South,Bulilimamangwe,27.26861,-19.90611,0,1998,Makhuleka,5,0,Clinic
151,585,Matebeleland South,Bulilimamangwe,28.28471947,-21.47833,0,1998,Mambale,5,0,Clinic
152,611,Matebeleland South,Bulilimamangwe,28.09361076,-20.4725,0,1998,Marula,5,0,Clinic
153,646,Matebeleland South,Bulilimamangwe,27.71916962,-20.21028,0,1998,Matshinge,6,0,Rural Health Centre
154,660,Matebeleland South,Bulilimamangwe,28.15155,-21.3633,0,1998,Mayobodo,6,0,Rural Health Centre
155,821,Matebeleland South,Bulilimamangwe,27.7508297,-20.36611,0,1998,Ndiweni,5,0,Clinic
156,823,Matebeleland South,Bulilimamangwe,27.32832909,-19.94806,0,1998,Ndolwane,6,0,Rural Health Centre
157,865,Matebeleland South,Bulilimamangwe,27.35250092,-20.39194,0,1998,Nswazwi,6,0,Rural Health Centre
158,870,Matebeleland South,Bulilimamangwe,27.58749962,-20,0,1998,Ntoli,6,0,Rural Health Centre
159,956,Matebeleland South,Bulilimamangwe,27.80888939,-20.49667,0,1998,Plumtree,2,0,District Hospital
160,1064,Matebeleland South,Bulilimamangwe,27.89916992,-20.35278,0,1998,Sikhatini,5,0,Clinic
161,1080,Matebeleland South,Bulilimamangwe,28.16028023,-20.19278,0,1998,Solusi,5,0,Clinic
162,1140,Matebeleland South,Bulilimamangwe,27.74806023,-21.00333,0,1998,Tshitshi,5,0,Clinic
163,1159,Matebeleland South,Bulilimamangwe,27.52388954,-20.39056,0,1998,Village 13,6,0,Rural Health Centre
164,1248,Matebeleland South,Bulilimamangwe North,28.13474,-21.25769,940,2007,Bango,5,2001,Clinic
165,1271,Matebeleland South,Bulilimamangwe North,27.53517,-20.13567,1181,2007,Masendu,5,2000,Clinic
166,1272,Matebeleland South,Bulilimamangwe North,27.87091,-20.23436,1286,2007,Bezu,5,0,Clinic
167,1258,Matebeleland South,Bulilimamangwe South,28.00213,-21.10654,980,2007,SANZUKWI,5,2005,Clinic
168,74,Mashonaland Central,Centenary,31.20216942,-16.167,0,1998,Chadereka,5,0,Clinic
169,97,Mashonaland Central,Centenary,31.11017036,-16.5185,0,1998,Chawarura,5,0,Clinic
170,263,Mashonaland Central,Centenary,31.11667061,-16.7295,0,1998,David Nelson,5,0,Clinic
171,418,Mashonaland Central,Centenary,31.30266953,-16.357,0,1998,Hoya,5,0,Clinic
172,426,Mashonaland Central,Centenary,30.95999908,-16.32367,0,1998,Hwata,5,0,Clinic
173,541,Mashonaland Central,Centenary,31.16200066,-16.35067,0,1998,Machaya,5,0,Clinic
174,805,Mashonaland Central,Centenary,30.89249992,-16.3925,0,1998,Muzarabani,5,0,Clinic
175,1084,Mashonaland Central,Centenary,31.26667023,-16.57083,0,1998,St Alberts,3,0,Mission Hospital
176,1395,Mashonaland Central,Centenary,31.20588,-16.58268,0,2007,Chinyani,5,2006,Clinic
177,1396,Mashonaland Central,Centenary,31.08856,-16.14613,0,2007,Dambakurima,6,2005,Rural Health Centre
178,1394,Mashonaland Central,Centenary,30.96166,-16.80012,0,2007,Chidikamwedzi,5,2006,Clinic
179,0,Mashonaland Central,Centenary,31.0023,-16.6736,0,2013,Always ,,2010,Clinic
180,38,Mashonaland West,Chegutu,30.43416977,-18.03611,0,1998,BHP,7,0,Private Clinic
181,101,Mashonaland West,Chegutu,30.14944077,-18.12861,0,1998,Chegutu,2,0,District Hospital
182,103,Mashonaland West,Chegutu,30.14555931,-18.13611,0,1998,Chegutu DC,5,0,Council Clinic
183,104,Mashonaland West,Chegutu,30.14193916,-18.12083,0,1998,Chegutu Urban,5,0,Municipality-clinic
184,110,Mashonaland West,Chegutu,30.6613903,-18.09583,0,1998,Chibero,5,0,Clinic
185,124,Mashonaland West,Chegutu,30.70000076,-18.47028,0,1998,Chikara,5,0,Council Clinic
186,138,Mashonaland West,Chegutu,30.76972008,-18.45056,0,1998,Chikwava,7,0,Private Clinic
187,222,Mashonaland West,Chegutu,30.60416985,-18.17944,0,1998,Chivero,5,0,Council Clinic
188,264,Mashonaland West,Chegutu,30.12888908,-18.14167,0,1998,David Whitehead,7,0,Private Clinic
189,294,Mashonaland West,Chegutu,30.28083038,-17.94361,0,1998,Doribwe,5,0,Council Clinic
190,354,Mashonaland West,Chegutu,30.72999954,-18.42417,0,1998,Gora,6,0,Rural Health Centre
191,404,Mashonaland West,Chegutu,30.67610931,-17.87361,0,1998,Helenadrof,5,0,Clinic
192,423,Mashonaland West,Chegutu,30.70000076,-17.85778,0,1998,Hunyani,7,0,Private Clinic
193,492,Mashonaland West,Chegutu,30.66832924,-17.8825,0,1998,Katangautano,5,0,Municipality
194,1171,Mashonaland West,Chegutu,30.68638992,-18.32444,0,1998,Watyoka,5,0,Council Clinic
195,677,Mashonaland West,Chegutu,30.21582985,-17.92139,0,1998,Mbuyanehanda,6,0,Rural Health Centre
196,686,Mashonaland West,Chegutu,30.5886097,-18.31833,0,1998,Mhondoro,4,0,Rural Hospital
197,687,Mashonaland West,Chegutu,30.69388962,-18.16944,0,1998,Mhondoro North,5,0,Council Clinic
198,697,Mashonaland West,Chegutu,30.73193932,-18.11389,0,1998,Monera,5,0,Council Clinic
199,705,Mashonaland West,Chegutu,30.10250092,-17.94944,0,1998,Msengezi,5,0,Council Clinic
200,706,Mashonaland West,Chegutu,30.32305908,-17.94944,0,1998,Msengezi,3,0,Mission Hospital
201,753,Mashonaland West,Chegutu,30.50250053,-18.48056,0,1998,Mupawose,5,0,Council Clinic
202,777,Mashonaland West,Chegutu,30.49888992,-18.30306,0,1998,Musinami,6,0,Rural Health Centre
203,860,Mashonaland West,Chegutu,30.6875,-17.88694,0,1998,Norton,5,0,Municipality
204,954,Mashonaland West,Chegutu,30.13582993,-18.12444,0,1998,Pfupajena,5,0,Municipality-clinic
205,1007,Mashonaland West,Chegutu,30.63055992,-18.44833,0,1998,Rwizi,5,0,Council Clinic
206,1023,Mashonaland West,Chegutu,30.66167068,-18.08361,0,1998,Sandringham,3,0,Mission Clinic
207,1030,Mashonaland West,Chegutu,30.44861031,-18.06861,0,1998,Selous,5,0,Council Clinic
208,1106,Mashonaland West,Chegutu,29.97694016,-18.15806,0,1998,Suri-Suri,5,0,Airforce-clinic
209,1237,Mashonaland West,Chegutu,30.04442,-18.22281,1220,2007,Brunswick,5,0,Clinic
210,1238,Mashonaland West,Chegutu,30.48453,-18.1878,1210,2007,Homedale,5,0,Clinic
211,1239,Mashonaland West,Chegutu,29.97025,-17.90262,1013,2007,Shamrock,8,0,Under Construction
212,1240,Mashonaland West,Chegutu,29.96793,-18.02337,1105,2007,Lizmore,5,0,Clinic
213,1241,Mashonaland West,Chegutu,30.13703,-18.02175,1199,2007,Elvington Clinic,7,0,Gold Mine Clinic
214,68,Mashonaland East,Chikomba,31.27388954,-19.13572,0,1998,Bvumbura,5,0,Clinic
215,81,Mashonaland East,Chikomba,31.00464058,-18.86886,0,1998,Chambara,5,0,Clinic
216,225,Mashonaland East,Chikomba,30.9027195,-19.01814,0,1998,Chivhu,4,0,General Hospital
217,226,Mashonaland East,Chikomba,30.90644073,-19.00511,0,1998,Chivhu,5,0,Clinic
218,260,Mashonaland East,Chikomba,31.32369041,-19.10703,0,1998,Daramombe,3,0,Mission Clinic
219,331,Mashonaland East,Chikomba,31.43643951,-19.10203,0,1998,Gandachibvuva,3,0,Mission Hospital
220,332,Mashonaland East,Chikomba,31.26761055,-18.72261,0,1998,Gandami,5,0,Clinic
221,344,Mashonaland East,Chikomba,31.35333061,-19.05353,0,1998,Gokomere,5,0,Clinic
222,521,Mashonaland East,Chikomba,31.15356064,-19.18906,0,1998,Lancashire,5,0,Clinic
223,544,Mashonaland East,Chikomba,31.10038948,-19.11844,0,1998,Madamombe,5,0,Clinic
224,615,Mashonaland East,Chikomba,31.25441933,-18.9075,0,1998,Masasa,5,0,Clinic
225,1172,Mashonaland East,Chikomba,31.23793983,-19.002,0,1998,Wazvaremaka,5,0,Clinic
226,1177,Mashonaland East,Chikomba,31.17144012,-18.87272,0,1998,Wiltshire,5,0,Clinic
227,674,Mashonaland East,Chikomba,31.20158005,-18.95808,0,1998,Mbiru,5,0,Clinic
228,727,Mashonaland East,Chikomba,31.60444069,-18.8415,0,1998,Mufudziwakanaka,6,0,Rural Health Centre
229,760,Mashonaland East,Chikomba,31.05356026,-19.20133,0,1998,Murezi,5,0,Clinic
230,775,Mashonaland East,Chikomba,31.68363953,-19.02072,0,1998,Mushipe,5,0,Clinic
231,782,Mashonaland East,Chikomba,31.51968956,-19.15311,0,1998,Musuma,5,0,Clinic
232,800,Mashonaland East,Chikomba,31.08382988,-18.85592,0,1998,Mutoro,5,0,Clinic
233,815,Mashonaland East,Chikomba,31.23664093,-19.05522,0,1998,Mwerahari,3,0,Mission Clinic
234,847,Mashonaland East,Chikomba,31.50555992,-18.85081,0,1998,Nhangabwe,6,0,Rural Health Centre
235,848,Mashonaland East,Chikomba,31.17119026,-19.07433,0,1998,Nharira,4,0,Rural Hospital
236,899,Mashonaland East,Chikomba,31.00374985,-18.81919,0,1998,Nyamhere,5,0,Clinic
237,959,Mashonaland East,Chikomba,31.52386093,-19.06781,0,1998,Popoteke,5,0,Clinic
238,967,Mashonaland East,Chikomba,31.00064087,-19.02097,0,1998,Range,4,0,Rural Hospital
239,999,Mashonaland East,Chikomba,31.41953087,-18.75014,0,1998,Rutanhira,5,0,Clinic
240,1008,Mashonaland East,Chikomba,31.40797043,-18.83706,0,1998,Sadza,2,0,District Hospital
241,1054,Mashonaland East,Chikomba,31.56767082,-18.92444,0,1998,Shumba,5,0,Clinic
242,1150,Mashonaland East,Chikomba,31.30097008,-18.97331,0,1998,Unyetu,5,0,Clinic
243,1463,Mashonaland East,Chikomba,31.11675,-19.10157,0,2007,St Francis of Assisi,3,2006,Clinic
244,1464,Mashonaland East,Chikomba,30.89779,-19.01863,0,2007,Chivu Prison,7,1910,Clinic
245,1465,Mashonaland East,Chikomba,30.71906,-18.80102,0,2007,Tavara,5,2006,Clinic
246,1466,Mashonaland East,Chikomba,30.88971,-19.02226,0,2007,ZRP,5,0,Clinic
247,0,Mashonaland East,Chikomba,30.9065,-19.00511,0,2013,Chivhu,,0,Clinic
248,0,Mashonaland East,Chikomba,30.9954,-18.8642,0,2013,Manyene ,,0,Clinic
249,13,Manicaland,Chimanimani,32.78583145,-20.03472,0,1998,ARDA Rusitu,5,0,Clinic
250,46,Manicaland,Chimanimani,32.67343903,-19.79031,0,1998,Biriwiri,3,0,Mission Hospital
251,58,Manicaland,Chimanimani,32.63581085,-19.65556,0,1998,Bumba,6,0,Rural Health Centre
252,71,Manicaland,Chimanimani,32.7883606,-19.54161,0,1998,Cashel,5,0,Clinic
253,77,Manicaland,Chimanimani,32.51755905,-19.55397,0,1998,Chakohwa,5,0,Clinic
254,84,Manicaland,Chimanimani,32.47256088,-19.93394,0,1998,Changazi,6,0,Rural Health Centre
255,91,Manicaland,Chimanimani,32.80675125,-19.83536,0,1998,Charter,5,0,Clinic
256,98,Manicaland,Chimanimani,32.55456162,-19.66983,0,1998,Chayamiti,5,0,Clinic
257,132,Manicaland,Chimanimani,32.93732834,-19.72056,0,1998,Chikukwa,6,0,Rural Health Centre
258,135,Manicaland,Chimanimani,32.57313919,-19.85436,0,1998,Chikwakwa,5,0,Clinic
259,193,Manicaland,Chimanimani,32.88586044,-19.90414,0,1998,Chisengu,5,0,Clinic
260,363,Manicaland,Chimanimani,32.40428162,-19.86911,0,1998,Gudyanga,5,0,Clinic
261,394,Manicaland,Chimanimani,32.65383148,-19.9385,0,1998,Gwindingwe,5,0,Clinic
262,610,Manicaland,Chimanimani,32.93402863,-19.76719,0,1998,Martin,5,0,Clinic
263,682,Manicaland,Chimanimani,32.63478088,-19.82197,0,1998,Mhakwe,5,0,Clinic
264,721,Manicaland,Chimanimani,32.9486084,-20.01139,0,1998,Muchadziya,5,0,Clinic
265,785,Manicaland,Chimanimani,32.68603134,-19.53492,0,1998,Mutambara,2,0,Acting District Hospital
266,801,Manicaland,Chimanimani,32.91249847,-20.07528,0,1998,Mutsvangwa,5,0,Clinic
267,841,Manicaland,Chimanimani,32.85749817,-20.05167,0,1998,Ngorima,5,0,Clinic
268,877,Manicaland,Chimanimani,32.82271957,-19.94106,0,1998,Nyahode,5,0,Clinic
269,917,Manicaland,Chimanimani,32.42192078,-19.78694,0,1998,Nyanyadzi,4,0,Rural Hospital
